Date,Country,Product,Units Sold,Revenue,Cost,Profit
44075,United Kingdom,Fortune Cookie,544,544,108.8,435.2
44166,United Kingdom,Fortune Cookie,1287,1287,257.4,1029.6
43831,United Kingdom,Fortune Cookie,1385,1385,277,1108
44136,United Kingdom,Fortune Cookie,2342,2342,468.4,1873.6
44105,United Kingdom,Fortune Cookie,1976,1976,395.2,1580.8
44105,United Kingdom,Fortune Cookie,2181,2181,436.2,1744.8
43891,United Kingdom,Fortune Cookie,2501,2501,500.2,2000.8
44044,United Kingdom,Fortune Cookie,1562,1562,312.4,1249.6
43952,United Kingdom,Fortune Cookie,1666,1666,333.2,1332.8
44166,United Kingdom,Fortune Cookie,2072,2072,414.4,1657.6
43922,United Kingdom,Fortune Cookie,1773,1773,354.6,1418.4
43862,United Kingdom,Fortune Cookie,293,293,58.6,234.4
43862,United Kingdom,Oatmeal Raisin,2750,13750,6050,7700
43983,United Kingdom,Oatmeal Raisin,1899,9495,4177.8,5317.2
44136,United Kingdom,Oatmeal Raisin,941,4705,2070.2,2634.8
43831,United Kingdom,Oatmeal Raisin,1988,9940,4373.6,5566.4
44075,United Kingdom,Oatmeal Raisin,2876,14380,6327.2,8052.8
44166,United Kingdom,Oatmeal Raisin,2072,10360,4558.4,5801.6
44166,United Kingdom,Oatmeal Raisin,853,4265,1876.6,2388.4
43952,United Kingdom,Oatmeal Raisin,1433,7165,3152.6,4012.4
44013,United Kingdom,Oatmeal Raisin,3422,17110,7528.4,9581.6
43983,United Kingdom,Oatmeal Raisin,1190,5950,2618,3332
44105,United Kingdom,Oatmeal Raisin,1393,6965,3064.6,3900.4
44044,United Kingdom,Oatmeal Raisin,2475,12375,5445,6930
44105,United Kingdom,Oatmeal Raisin,1731,8655,3808.2,4846.8
43891,United Kingdom,Oatmeal Raisin,2475,12375,5445,6930
43983,United Kingdom,Snickerdoodle,2178,8712,3267,5445
44075,United Kingdom,Snickerdoodle,2671,10684,4006.5,6677.5
44166,United Kingdom,Snickerdoodle,2155,8620,3232.5,5387.5
43922,United Kingdom,Snickerdoodle,4244,16976,6366,10610
43862,United Kingdom,Snickerdoodle,1865,7460,2797.5,4662.5
43952,United Kingdom,Snickerdoodle,1563,6252,2344.5,3907.5
44166,United Kingdom,Snickerdoodle,2487,9948,3730.5,6217.5
43983,United Kingdom,Snickerdoodle,448,1792,672,1120
44105,United Kingdom,Snickerdoodle,2181,8724,3271.5,5452.5
44136,United Kingdom,Snickerdoodle,490,1960,735,1225
44105,United Kingdom,Snickerdoodle,2441,9764,3661.5,6102.5
43831,United Kingdom,Snickerdoodle,2522,10088,3783,6305
43891,United Kingdom,Snickerdoodle,1790,7160,2685,4475
44044,United Kingdom,Snickerdoodle,1174,4696,1761,2935
43983,United Kingdom,Sugar,2178,6534,2722.5,3811.5
44075,United Kingdom,Sugar,2151,6453,2688.75,3764.25
43983,United Kingdom,Sugar,787,2361,983.75,1377.25
44136,United Kingdom,Sugar,1744,5232,2180,3052
43952,United Kingdom,Sugar,866,2598,1082.5,1515.5
44105,United Kingdom,Sugar,2177,6531,2721.25,3809.75
44166,United Kingdom,Sugar,2487,7461,3108.75,4352.25
43922,United Kingdom,Sugar,1739,5217,2173.75,3043.25
43862,United Kingdom,Sugar,959,2877,1198.75,1678.25
43922,United Kingdom,Sugar,575,1725,718.75,1006.25
44044,United Kingdom,Sugar,381,1143,476.25,666.75
44105,United Kingdom,Sugar,1227,3681,1533.75,2147.25
43831,United Kingdom,Sugar,1734,5202,2167.5,3034.5
44013,United Kingdom,Sugar,3875,11625,4843.75,6781.25
43891,United Kingdom,Sugar,1491,4473,1863.75,2609.25
44166,United Kingdom,Sugar,293,879,366.25,512.75
43862,United Kingdom,White Chocolate Macadamia Nut,1804,10824,4961,5863
44136,United Kingdom,White Chocolate Macadamia Nut,639,3834,1757.25,2076.75
43922,United Kingdom,White Chocolate Macadamia Nut,3864,23184,10626,12558
44166,United Kingdom,White Chocolate Macadamia Nut,1055,6330,2901.25,3428.75
44105,United Kingdom,White Chocolate Macadamia Nut,2177,13062,5986.75,7075.25
44044,United Kingdom,White Chocolate Macadamia Nut,1579,9474,4342.25,5131.75
43983,United Kingdom,White Chocolate Macadamia Nut,1496,8976,4114,4862
44013,United Kingdom,White Chocolate Macadamia Nut,1659,9954,4562.25,5391.75
44105,United Kingdom,White Chocolate Macadamia Nut,1976,11856,5434,6422
43891,United Kingdom,White Chocolate Macadamia Nut,1967,11802,5409.25,6392.75
44013,United Kingdom,White Chocolate Macadamia Nut,639,3834,1757.25,2076.75
44166,United Kingdom,White Chocolate Macadamia Nut,853,5118,2345.75,2772.25
43831,United Kingdom,White Chocolate Macadamia Nut,3998,23988,10994.5,12993.5
43983,United Kingdom,White Chocolate Macadamia Nut,1190,7140,3272.5,3867.5
43952,United Kingdom,White Chocolate Macadamia Nut,2826,16956,7771.5,9184.5
44075,United Kingdom,White Chocolate Macadamia Nut,663,3978,1823.25,2154.75
44105,United States,Chocolate Chip,1143,5715,2286,3429
43862,United States,Chocolate Chip,1514,7570,3028,4542
43922,United States,Chocolate Chip,4493,22465,8986,13479
43983,United States,Chocolate Chip,727,3635,1454,2181
44136,United States,Chocolate Chip,2905,14525,5810,8715
43983,United States,Chocolate Chip,1142,5710,2284,3426
44013,United States,Chocolate Chip,1370,6850,2740,4110
43952,United States,Chocolate Chip,2918,14590,5836,8754
44013,United States,Chocolate Chip,3450,17250,6900,10350
44075,United States,Chocolate Chip,1056,5280,2112,3168
44166,United States,Chocolate Chip,274,1370,548,822
43891,United States,Chocolate Chip,2992,14960,5984,8976
43952,United States,Chocolate Chip,2327,11635,4654,6981
43983,United States,Chocolate Chip,991,4955,1982,2973
43983,United States,Chocolate Chip,602,3010,1204,1806
44105,United States,Chocolate Chip,861,4305,1722,2583
44166,United States,Chocolate Chip,2663,13315,5326,7989
44044,United States,Chocolate Chip,2198,10990,4396,6594
44105,United States,Chocolate Chip,1153,5765,2306,3459
44044,United States,Chocolate Chip,678,3390,1356,2034
43922,United States,Chocolate Chip,3675,18375,7350,11025
44166,United States,Chocolate Chip,2797,13985,5594,8391
43891,United States,Chocolate Chip,973,4865,1946,2919
43831,United States,Chocolate Chip,3495,17475,6990,10485
43831,United States,Chocolate Chip,1439,7195,2878,4317
43862,United States,Chocolate Chip,2641,13205,5282,7923
44075,United States,Chocolate Chip,1767,8835,3534,5301
44105,United States,Chocolate Chip,2914,14570,5828,8742
44136,United States,Chocolate Chip,1177,5885,2354,3531
44166,United States,Chocolate Chip,914,4570,1828,2742
44166,United States,Fortune Cookie,615,615,123,492
43922,United States,Fortune Cookie,2301,2301,460.2,1840.8
43983,United States,Fortune Cookie,1142,1142,228.4,913.6
44105,United States,Fortune Cookie,1566,1566,313.2,1252.8
44013,United States,Fortune Cookie,3627,3627,725.4,2901.6
44136,United States,Fortune Cookie,2723,2723,544.6,2178.4
43983,United States,Fortune Cookie,1282,1282,256.4,1025.6
44166,United States,Fortune Cookie,2797,2797,559.4,2237.6
44075,United States,Fortune Cookie,2328,2328,465.6,1862.4
43952,United States,Fortune Cookie,2313,2313,462.6,1850.4
43891,United States,Fortune Cookie,677,677,135.4,541.6
43831,United States,Fortune Cookie,983,983,196.6,786.4
43862,United States,Fortune Cookie,1298,1298,259.6,1038.4
43922,United States,Oatmeal Raisin,1953,9765,4296.6,5468.4
44044,United States,Oatmeal Raisin,2141,10705,4710.2,5994.8
44105,United States,Oatmeal Raisin,1143,5715,2514.6,3200.4
44166,United States,Oatmeal Raisin,615,3075,1353,1722
44136,United States,Oatmeal Raisin,1236,6180,2719.2,3460.8
44166,United States,Oatmeal Raisin,1372,6860,3018.4,3841.6
43983,United States,Oatmeal Raisin,1282,6410,2820.4,3589.6
43983,United States,Oatmeal Raisin,2907,14535,6395.4,8139.6
44075,United States,Oatmeal Raisin,2071,10355,4556.2,5798.8
43831,United States,Oatmeal Raisin,579,2895,1273.8,1621.2
43891,United States,Oatmeal Raisin,2993,14965,6584.6,8380.4
44013,United States,Oatmeal Raisin,3200,16000,7040,8960
43862,United States,Oatmeal Raisin,270,1350,594,756
43952,United States,Oatmeal Raisin,2844,14220,6256.8,7963.2
44105,United States,Oatmeal Raisin,2914,14570,6410.8,8159.2
43862,United States,Snickerdoodle,1858,7432,2787,4645
44013,United States,Snickerdoodle,2529,10116,3793.5,6322.5
44075,United States,Snickerdoodle,1947,7788,2920.5,4867.5
44166,United States,Snickerdoodle,274,1096,411,685
43983,United States,Snickerdoodle,991,3964,1486.5,2477.5
44166,United States,Snickerdoodle,570,2280,855,1425
43831,United States,Snickerdoodle,1118,4472,1677,2795
44136,United States,Snickerdoodle,2030,8120,3045,5075
43891,United States,Snickerdoodle,1761,7044,2641.5,4402.5
43922,United States,Snickerdoodle,3446,13784,5169,8615
43983,United States,Snickerdoodle,2567,10268,3850.5,6417.5
43952,United States,Snickerdoodle,1743,6972,2614.5,4357.5
44105,United States,Snickerdoodle,1010,4040,1515,2525
43983,United States,Sugar,727,2181,908.75,1272.25
43862,United States,Sugar,2844,8532,3555,4977
44166,United States,Sugar,2663,7989,3328.75,4660.25
44166,United States,Sugar,570,1710,712.5,997.5
44105,United States,Sugar,1153,3459,1441.25,2017.75
44013,United States,Sugar,437,1311,546.25,764.75
43831,United States,Sugar,1956,5868,2445,3423
43922,United States,Sugar,1352,4056,1690,2366
44075,United States,Sugar,1867,5601,2333.75,3267.25
44044,United States,Sugar,2807,8421,3508.75,4912.25
43891,United States,Sugar,1579,4737,1973.75,2763.25
44105,United States,Sugar,986,2958,1232.5,1725.5
44136,United States,Sugar,2387,7161,2983.75,4177.25
43983,United States,Sugar,2567,7701,3208.75,4492.25
44044,United States,Sugar,2541,7623,3176.25,4446.75
44105,United States,Sugar,1010,3030,1262.5,1767.5
43952,United States,Sugar,1806,5418,2257.5,3160.5
44044,United States,White Chocolate Macadamia Nut,2821,16926,7757.75,9168.25
44105,United States,White Chocolate Macadamia Nut,1566,9396,4306.5,5089.5
43891,United States,White Chocolate Macadamia Nut,1465,8790,4028.75,4761.25
43831,United States,White Chocolate Macadamia Nut,555,3330,1526.25,1803.75
43983,United States,White Chocolate Macadamia Nut,602,3612,1655.5,1956.5
44044,United States,White Chocolate Macadamia Nut,2832,16992,7788,9204
44105,United States,White Chocolate Macadamia Nut,861,5166,2367.75,2798.25
43862,United States,White Chocolate Macadamia Nut,2755,16530,7576.25,8953.75
44136,United States,White Chocolate Macadamia Nut,547,3282,1504.25,1777.75
44166,United States,White Chocolate Macadamia Nut,1372,8232,3773,4459
43983,United States,White Chocolate Macadamia Nut,2907,17442,7994.25,9447.75
43952,United States,White Chocolate Macadamia Nut,790,4740,2172.5,2567.5
44075,United States,White Chocolate Macadamia Nut,1596,9576,4389,5187
44105,United States,White Chocolate Macadamia Nut,986,5916,2711.5,3204.5
43922,United States,White Chocolate Macadamia Nut,606,3636,1666.5,1969.5
44013,United States,White Chocolate Macadamia Nut,2460,14760,6765,7995
44166,United States,White Chocolate Macadamia Nut,914,5484,2513.5,2970.5
43770,United States,Chocolate Chip,912,4560,1824,2736
43800,United States,Chocolate Chip,1925,9625,3850,5775
43800,United States,Chocolate Chip,2013,10065,4026,6039
43739,United States,Chocolate Chip,671,3355,1342,2013
43739,United States,Chocolate Chip,727,3635,1454,2181
43709,United States,Chocolate Chip,2931,14655,5862,8793
43739,United States,Chocolate Chip,386,1930,772,1158
43709,United States,Chocolate Chip,380,1900,760,1140
43739,United States,Chocolate Chip,267,1335,534,801
43770,United States,Chocolate Chip,2007,10035,4014,6021
43709,United States,Fortune Cookie,2498,2498,499.6,1998.4
43739,United States,Fortune Cookie,663,663,132.6,530.4
43770,United States,Fortune Cookie,1804,1804,360.8,1443.2
43739,United States,Fortune Cookie,2996,2996,599.2,2396.8
43709,United States,Oatmeal Raisin,1989,9945,4375.8,5569.2
43739,United States,Oatmeal Raisin,671,3355,1476.2,1878.8
43739,United States,Oatmeal Raisin,727,3635,1599.4,2035.6
43770,United States,Oatmeal Raisin,2548,12740,5605.6,7134.4
43800,United States,Oatmeal Raisin,2015,10075,4433,5642
43709,United States,Snickerdoodle,330,1320,495,825
43770,United States,Snickerdoodle,263,1052,394.5,657.5
43739,United States,Snickerdoodle,386,1544,579,965
43739,United States,Snickerdoodle,2996,11984,4494,7490
43800,United States,Sugar,266,798,332.5,465.5
43709,United States,Sugar,349,1047,436.25,610.75
43770,United States,Sugar,1265,3795,1581.25,2213.75
43800,United States,Sugar,808,2424,1010,1414
43739,United States,Sugar,2294,6882,2867.5,4014.5
43739,United States,Sugar,267,801,333.75,467.25
43739,United States,White Chocolate Macadamia Nut,663,3978,1823.25,2154.75
43709,United States,White Chocolate Macadamia Nut,736,4416,2024,2392
43800,United States,White Chocolate Macadamia Nut,1421,8526,3907.75,4618.25
43739,United States,White Chocolate Macadamia Nut,2294,13764,6308.5,7455.5
43770,United States,White Chocolate Macadamia Nut,2574,15444,7078.5,8365.5
43800,United States,White Chocolate Macadamia Nut,2438,14628,6704.5,7923.5
44105,United States,Chocolate Chip,1143,5715,2286,3429
43862,United States,Chocolate Chip,1514,7570,3028,4542
43922,United States,Chocolate Chip,4493,22465,8986,13479
43983,United States,Chocolate Chip,727,3635,1454,2181
44136,United States,Chocolate Chip,2905,14525,5810,8715
43983,United States,Chocolate Chip,1142,5710,2284,3426
44013,United States,Chocolate Chip,1370,6850,2740,4110
43952,United States,Chocolate Chip,2918,14590,5836,8754
44013,United States,Chocolate Chip,3450,17250,6900,10350
44075,United States,Chocolate Chip,1056,5280,2112,3168
44166,United States,Chocolate Chip,274,1370,548,822
43891,United States,Chocolate Chip,2992,14960,5984,8976
43952,United States,Chocolate Chip,2327,11635,4654,6981
43983,United States,Chocolate Chip,991,4955,1982,2973
43983,United States,Chocolate Chip,602,3010,1204,1806
44105,United States,Chocolate Chip,861,4305,1722,2583
44166,United States,Chocolate Chip,2663,13315,5326,7989
44044,United States,Chocolate Chip,2198,10990,4396,6594
44105,United States,Chocolate Chip,1153,5765,2306,3459
44044,United States,Chocolate Chip,678,3390,1356,2034
43922,United States,Chocolate Chip,3675,18375,7350,11025
44166,United States,Chocolate Chip,2797,13985,5594,8391
43891,United States,Chocolate Chip,973,4865,1946,2919
43831,United States,Chocolate Chip,3495,17475,6990,10485
43831,United States,Chocolate Chip,1439,7195,2878,4317
43862,United States,Chocolate Chip,2641,13205,5282,7923
44075,United States,Chocolate Chip,1767,8835,3534,5301
44105,United States,Chocolate Chip,2914,14570,5828,8742
44136,United States,Chocolate Chip,1177,5885,2354,3531
44166,United States,Chocolate Chip,914,4570,1828,2742
44166,United States,Fortune Cookie,615,615,123,492
43922,United States,Fortune Cookie,2301,2301,460.2,1840.8
43983,United States,Fortune Cookie,1142,1142,228.4,913.6
44105,United States,Fortune Cookie,1566,1566,313.2,1252.8
44013,United States,Fortune Cookie,3627,3627,725.4,2901.6
44136,United States,Fortune Cookie,2723,2723,544.6,2178.4
43983,United States,Fortune Cookie,1282,1282,256.4,1025.6
44166,United States,Fortune Cookie,2797,2797,559.4,2237.6
44075,United States,Fortune Cookie,2328,2328,465.6,1862.4
43952,United States,Fortune Cookie,2313,2313,462.6,1850.4
43891,United States,Fortune Cookie,677,677,135.4,541.6
43831,United States,Fortune Cookie,983,983,196.6,786.4
43862,United States,Fortune Cookie,1298,1298,259.6,1038.4
43922,United States,Oatmeal Raisin,1953,9765,4296.6,5468.4
44044,United States,Oatmeal Raisin,2141,10705,4710.2,5994.8
44105,United States,Oatmeal Raisin,1143,5715,2514.6,3200.4
44166,United States,Oatmeal Raisin,615,3075,1353,1722
44136,United States,Oatmeal Raisin,1236,6180,2719.2,3460.8
44166,United States,Oatmeal Raisin,1372,6860,3018.4,3841.6
43983,United States,Oatmeal Raisin,1282,6410,2820.4,3589.6
43983,United States,Oatmeal Raisin,2907,14535,6395.4,8139.6
44075,United States,Oatmeal Raisin,2071,10355,4556.2,5798.8
43831,United States,Oatmeal Raisin,579,2895,1273.8,1621.2
43891,United States,Oatmeal Raisin,2993,14965,6584.6,8380.4
44013,United States,Oatmeal Raisin,3200,16000,7040,8960
43862,United States,Oatmeal Raisin,270,1350,594,756
43952,United States,Oatmeal Raisin,2844,14220,6256.8,7963.2
44105,United States,Oatmeal Raisin,2914,14570,6410.8,8159.2
43862,United States,Snickerdoodle,1858,7432,2787,4645
44013,United States,Snickerdoodle,2529,10116,3793.5,6322.5
44075,United States,Snickerdoodle,1947,7788,2920.5,4867.5
44166,United States,Snickerdoodle,274,1096,411,685
43983,United States,Snickerdoodle,991,3964,1486.5,2477.5
44166,United States,Snickerdoodle,570,2280,855,1425
43831,United States,Snickerdoodle,1118,4472,1677,2795
44136,United States,Snickerdoodle,2030,8120,3045,5075
43891,United States,Snickerdoodle,1761,7044,2641.5,4402.5
43922,United States,Snickerdoodle,3446,13784,5169,8615
43983,United States,Snickerdoodle,2567,10268,3850.5,6417.5
43952,United States,Snickerdoodle,1743,6972,2614.5,4357.5
44105,United States,Snickerdoodle,1010,4040,1515,2525
43983,United States,Sugar,727,2181,908.75,1272.25
43862,United States,Sugar,2844,8532,3555,4977
44166,United States,Sugar,2663,7989,3328.75,4660.25
44166,United States,Sugar,570,1710,712.5,997.5
44105,United States,Sugar,1153,3459,1441.25,2017.75
44013,United States,Sugar,437,1311,546.25,764.75
43831,United States,Sugar,1956,5868,2445,3423
43922,United States,Sugar,1352,4056,1690,2366
44075,United States,Sugar,1867,5601,2333.75,3267.25
44044,United States,Sugar,2807,8421,3508.75,4912.25
43891,United States,Sugar,1579,4737,1973.75,2763.25
44105,United States,Sugar,986,2958,1232.5,1725.5
44136,United States,Sugar,2387,7161,2983.75,4177.25
43983,United States,Sugar,2567,7701,3208.75,4492.25
44044,United States,Sugar,2541,7623,3176.25,4446.75
44105,United States,Sugar,1010,3030,1262.5,1767.5
43952,United States,Sugar,1806,5418,2257.5,3160.5
44044,United States,White Chocolate Macadamia Nut,2821,16926,7757.75,9168.25
44105,United States,White Chocolate Macadamia Nut,1566,9396,4306.5,5089.5
43891,United States,White Chocolate Macadamia Nut,1465,8790,4028.75,4761.25
43831,United States,White Chocolate Macadamia Nut,555,3330,1526.25,1803.75
43983,United States,White Chocolate Macadamia Nut,602,3612,1655.5,1956.5
44044,United States,White Chocolate Macadamia Nut,2832,16992,7788,9204
44105,United States,White Chocolate Macadamia Nut,861,5166,2367.75,2798.25
43862,United States,White Chocolate Macadamia Nut,2755,16530,7576.25,8953.75
44136,United States,White Chocolate Macadamia Nut,547,3282,1504.25,1777.75
44166,United States,White Chocolate Macadamia Nut,1372,8232,3773,4459
43983,United States,White Chocolate Macadamia Nut,2907,17442,7994.25,9447.75
43952,United States,White Chocolate Macadamia Nut,790,4740,2172.5,2567.5
44075,United States,White Chocolate Macadamia Nut,1596,9576,4389,5187
44105,United States,White Chocolate Macadamia Nut,986,5916,2711.5,3204.5
43922,United States,White Chocolate Macadamia Nut,606,3636,1666.5,1969.5
44013,United States,White Chocolate Macadamia Nut,2460,14760,6765,7995
44166,United States,White Chocolate Macadamia Nut,914,5484,2513.5,2970.5
